Bife de vaca (valor médio de acém alcatra e lombo) frito sem molho,Carne e Derivados Criação e Caça,767.0 kJ,183.0 kcal,7.5 g,0.0 g,500.0 mg,28.8 g,89.0 mg
Bife de vaca (valor médio de acém alcatra e lombo) grelhado,Carne e Derivados Criação e Caça,686.0 kJ,163.0 kcal,6.4 g,0.0 g,480.0 mg,26.4 g,81.0 mg
Lombo de vaca magro cru,Carne e Derivados Criação e Caça,479.0 kJ,114.0 kcal,3.3 g,0.0 g,150.0 mg,21.0 g,61.0 mg
Lombo de vaca magro assado com azeite manteiga e óleo alimentar,Carne e Derivados Criação e Caça,867.0 kJ,207.0 kcal,11.4 g,0.0 g,1020.0 mg,26.2 g,82.0 mg
Lombo de vaca magro assado com azeite e margarina,Carne e Derivados Criação e Caça,856.0 kJ,205.0 kcal,11.1 g,0.0 g,1100.0 mg,26.2 g,76.0 mg
Lombo de vaca magro assado com margarina,Carne e Derivados Criação e Caça,830.0 kJ,198.0 kcal,10.4 g,0.0 g,1220.0 mg,26.2 g,76.0 mg
Lombo de vaca magro assado com óleo alimentar e margarina,Carne e Derivados Criação e Caça,856.0 kJ,205.0 kcal,11.1 g,0.0 g,1100.0 mg,26.2 g,76.0 mg
Lombo de vaca magro assado sem molho,Carne e Derivados Criação e Caça,722.0 kJ,172.0 kcal,6.1 g,0.0 g,650.0 mg,29.2 g,89.0 mg
Vaca para cozer ou estufar magra crua,Carne e Derivados Criação e Caça,732.0 kJ,175.0 kcal,9.8 g,0.0 g,160.0 mg,21.7 g,69.0 mg
Vaca magra cozida,Carne e Derivados Criação e Caça,1080.0 kJ,259.0 kcal,13.8 g,0.0 g,500.0 mg,33.7 g,104.0 mg
Vaca magra estufada com azeite e margarina,Carne e Derivados Criação e Caça,940.0 kJ,226.0 kcal,14.2 g,1.2 g,1050.0 mg,21.8 g,68.0 mg
Vaca magra estufada com margarina,Carne e Derivados Criação e Caça,918.0 kJ,220.0 kcal,13.6 g,1.2 g,1120.0 mg,21.8 g,68.0 mg
Vaca magra estufada com óleo alimentar e margarina,Carne e Derivados Criação e Caça,940.0 kJ,226.0 kcal,14.2 g,1.2 g,1050.0 mg,21.8 g,68.0 mg
Vaca magra estufada sem molho,Carne e Derivados Criação e Caça,980.0 kJ,234.0 kcal,12.0 g,0.0 g,650.0 mg,31.5 g,69.0 mg
Vaca para cozer ou estufar meio gorda crua,Carne e Derivados Criação e Caça,947.0 kJ,227.0 kcal,15.8 g,0.0 g,130.0 mg,21.3 g,61.0 mg
Vaca meio gorda estufada com azeite e margarina,Carne e Derivados Criação e Caça,1160.0 kJ,278.0 kcal,20.2 g,1.2 g,1020.0 mg,21.4 g,61.0 mg
Vaca meio gorda estufada com margarina,Carne e Derivados Criação e Caça,1130.0 kJ,272.0 kcal,19.6 g,1.2 g,1120.0 mg,21.4 g,61.0 mg
Vaca meio gorda estufada com óleo alimentar e margarina,Carne e Derivados Criação e Caça,1160.0 kJ,278.0 kcal,20.2 g,1.2 g,1020.0 mg,21.4 g,61.0 mg
Vaca meio gorda estufada sem molho,Carne e Derivados Criação e Caça,1170.0 kJ,280.0 kcal,17.0 g,0.0 g,620.0 mg,31.8 g,99.0 mg
Vaca magra estufada à jardineira,Carne e Derivados Criação e Caça,464.0 kJ,111.0 kcal,4.4 g,11.4 g,900.0 mg,5.5 g,11.0 mg
Vaca para assar crua,Carne e Derivados Criação e Caça,726.0 kJ,174.0 kcal,10.7 g,0.0 g,170.0 mg,19.4 g,61.0 mg
Vaca assada com azeite e margarina,Carne e Derivados Criação e Caça,1170.0 kJ,280.0 kcal,20.4 g,0.0 g,1150.0 mg,24.2 g,76.0 mg
Vaca assada com margarina,Carne e Derivados Criação e Caça,1140.0 kJ,273.0 kcal,19.6 g,0.0 g,1250.0 mg,24.2 g,76.0 mg
Vaca assada com óleo alimentar e margarina,Carne e Derivados Criação e Caça,1170.0 kJ,280.0 kcal,20.4 g,0.0 g,1150.0 mg,24.2 g,76.0 mg
Vaca assada sem molho,Carne e Derivados Criação e Caça,805.0 kJ,192.0 kcal,9.4 g,0.0 g,650.0 mg,26.9 g,89.0 mg
Costeleta de vitela crua,Carne e Derivados Criação e Caça,506.0 kJ,120.0 kcal,4.5 g,0.0 g,65.0 mg,20.0 g,73.0 mg
Costeleta de vitela frita com margarina,Carne e Derivados Criação e Caça,764.0 kJ,183.0 kcal,9.9 g,0.0 g,1050.0 mg,23.4 g,85.0 mg
Costeleta de vitela frita sem molho,Carne e Derivados Criação e Caça,668.0 kJ,159.0 kcal,6.9 g,0.0 g,500.0 mg,24.3 g,94.0 mg
Costeleta de vitela grelhada,Carne e Derivados Criação e Caça,550.0 kJ,130.0 kcal,3.3 g,0.0 g,480.0 mg,25.2 g,101.0 mg
Lombo de vitela cru,Carne e Derivados Criação e Caça,620.0 kJ,148.0 kcal,7.6 g,0.0 g,60.0 mg,19.9 g,91.0 mg
Lombo de vitela assado com azeite e margarina,Carne e Derivados Criação e Caça,936.0 kJ,224.0 kcal,14.4 g,0.2 g,950.0 mg,23.0 g,105.0 mg
Lombo de vitela assado com azeite margarina e óleo alimentar,Carne e Derivados Criação e Caça,936.0 kJ,224.0 kcal,14.4 g,0.2 g,950.0 mg,23.0 g,105.0 mg
Lombo de vitela assado com margarina e óleo alimentar,Carne e Derivados Criação e Caça,936.0 kJ,224.0 kcal,14.4 g,0.2 g,950.0 mg,23.0 g,105.0 mg
Lombo de vitela assado sem molho,Carne e Derivados Criação e Caça,634.0 kJ,151.0 kcal,5.6 g,0.0 g,450.0 mg,25.1 g,121.0 mg
Lombo de vitela frito com margarina,Carne e Derivados Criação e Caça,906.0 kJ,217.0 kcal,13.7 g,0.0 g,1080.0 mg,23.5 g,108.0 mg
Lombo de vitela frito sem molho,Carne e Derivados Criação e Caça,816.0 kJ,195.0 kcal,10.6 g,0.0 g,500.0 mg,24.9 g,102.0 mg
Lombo de vitela grelhado,Carne e Derivados Criação e Caça,632.0 kJ,150.0 kcal,5.6 g,0.0 g,600.0 mg,25.0 g,125.0 mg
Peito de vitela magro cru,Carne e Derivados Criação e Caça,614.0 kJ,147.0 kcal,7.6 g,0.0 g,70.0 mg,19.6 g,91.0 mg
Peito de vitela magro cozido,Carne e Derivados Criação e Caça,718.0 kJ,171.0 kcal,8.0 g,0.0 g,380.0 mg,24.8 g,117.0 mg
Peito de vitela magro estufado com azeite e margarina,Carne e Derivados Criação e Caça,867.0 kJ,208.0 kcal,12.6 g,0.6 g,900.0 mg,22.9 g,106.0 mg
Peito de vitela magro estufado com azeite margarina e óleo alimentar,Carne e Derivados Criação e Caça,867.0 kJ,208.0 kcal,12.6 g,0.6 g,900.0 mg,22.9 g,106.0 mg
Peito de vitela magro estufado com margarina e óleo alimentar,Carne e Derivados Criação e Caça,867.0 kJ,208.0 kcal,12.6 g,0.6 g,900.0 mg,22.9 g,106.0 mg
Peito de vitela magro estufado sem molho,Carne e Derivados Criação e Caça,749.0 kJ,179.0 kcal,8.3 g,0.0 g,500.0 mg,26.0 g,121.0 mg
Hambúrguer de porco frito sem molho,Carne e Derivados Criação e Caça,1100.0 kJ,264.0 kcal,17.1 g,0.0 g,580.0 mg,27.5 g,96.0 mg
Hambúrguer de porco grelhado,Carne e Derivados Criação e Caça,1090.0 kJ,261.0 kcal,16.6 g,0.0 g,580.0 mg,27.8 g,83.0 mg
Hambúrguer de vaca cru,Carne e Derivados Criação e Caça,595.0 kJ,142.0 kcal,6.8 g,0.0 g,160.0 mg,20.2 g,61.0 mg
Hambúrguer de vaca grelhado,Carne e Derivados Criação e Caça,768.0 kJ,183.0 kcal,8.2 g,0.0 g,480.0 mg,27.3 g,86.0 mg
Almôndega cozinhada,Carne e Derivados Criação e Caça,1010.0 kJ,243.0 kcal,16.7 g,3.8 g,1920.0 mg,19.2 g,100.0 mg
Chamuça,Carne e Derivados Criação e Caça,1440.0 kJ,344.0 kcal,16.3 g,39.3 g,1380.0 mg,9.1 g,14.0 mg
Croquete,Carne e Derivados Criação e Caça,1320.0 kJ,316.0 kcal,18.8 g,23.1 g,1600.0 mg,13.2 g,84.0 mg
Empada,Carne e Derivados Criação e Caça,1560.0 kJ,374.0 kcal,21.9 g,33.9 g,1300.0 mg,9.6 g,17.0 mg
Pastel folhado,Carne e Derivados Criação e Caça,1730.0 kJ,415.0 kcal,26.0 g,37.4 g,1520.0 mg,7.1 g,79.0 mg
Rissol,Carne e Derivados Criação e Caça,1170.0 kJ,280.0 kcal,13.4 g,31.8 g,1600.0 mg,7.3 g,66.0 mg
Coração de porco cru,Carne e Derivados Criação e Caça,476.0 kJ,113.0 kcal,4.4 g,0.0 g,280.0 mg,18.4 g,92.0 mg
Coração de porco estufado com banha e margarina,Carne e Derivados Criação e Caça,805.0 kJ,193.0 kcal,10.5 g,1.0 g,1420.0 mg,20.9 g,106.0 mg
Coração de vaca cru,Carne e Derivados Criação e Caça,389.0 kJ,92.0 kcal,2.7 g,0.0 g,250.0 mg,17.0 g,91.0 mg
Coração de vaca cozido,Carne e Derivados Criação e Caça,520.0 kJ,123.0 kcal,3.3 g,0.0 g,500.0 mg,23.4 g,128.0 mg
Coração de vaca estufado com banha e margarina,Carne e Derivados Criação e Caça,643.0 kJ,154.0 kcal,7.8 g,0.9 g,1300.0 mg,17.7 g,96.0 mg
Coração de vitela cru,Carne e Derivados Criação e Caça,419.0 kJ,100.0 kcal,3.6 g,0.0 g,300.0 mg,16.8 g,76.0 mg
Fígado de porco cru,Carne e Derivados Criação e Caça,540.0 kJ,129.0 kcal,5.0 g,0.0 g,280.0 mg,20.9 g,237.0 mg
Fígado de porco frito com margarina e banha,Carne e Derivados Criação e Caça,879.0 kJ,211.0 kcal,13.1 g,0.0 g,1320.0 mg,23.2 g,267.0 mg
Fígado de porco frito sem molho,Carne e Derivados Criação e Caça,754.0 kJ,180.0 kcal,8.8 g,0.0 g,650.0 mg,25.2 g,256.0 mg
Fígado de porco grelhado,Carne e Derivados Criação e Caça,680.0 kJ,162.0 kcal,6.3 g,0.0 g,680.0 mg,26.3 g,267.0 mg
Fígado de vaca cru,Carne e Derivados Criação e Caça,554.0 kJ,132.0 kcal,4.4 g,2.1 g,320.0 mg,20.9 g,283.0 mg
Fígado de vaca frito sem molho,Carne e Derivados Criação e Caça,718.0 kJ,171.0 kcal,7.0 g,2.5 g,700.0 mg,24.5 g,297.0 mg
Fígado de vitela cru,Carne e Derivados Criação e Caça,500.0 kJ,119.0 kcal,3.5 g,1.5 g,300.0 mg,20.3 g,286.0 mg
Fígado de vitela frito com banha e manteiga,Carne e Derivados Criação e Caça,839.0 kJ,201.0 kcal,11.5 g,1.7 g,1300.0 mg,22.6 g,331.0 mg
Fígado de vitela frito sem molho,Carne e Derivados Criação e Caça,751.0 kJ,179.0 kcal,8.3 g,1.5 g,300.0 mg,24.6 g,310.0 mg
Fígado de vitela grelhado,Carne e Derivados Criação e Caça,643.0 kJ,153.0 kcal,4.7 g,1.9 g,380.0 mg,25.7 g,387.0 mg
Pasta de fígado de porco (paté),Carne e Derivados Criação e Caça,1500.0 kJ,363.0 kcal,34.5 g,3.2 g,1980.0 mg,10.0 g,170.0 mg
Fígado paté caseiro de aves,Carne e Derivados Criação e Caça,1210.0 kJ,289.0 kcal,17.6 g,4.6 g,1880.0 mg,27.0 g,170.0 mg
Língua de vaca crua,Carne e Derivados Criação e Caça,825.0 kJ,199.0 kcal,15.0 g,0.0 g,240.0 mg,15.9 g,89.0 mg
Língua de vaca estufada sem molho,Carne e Derivados Criação e Caça,1110.0 kJ,267.0 kcal,20.9 g,0.0 g,550.0 mg,19.8 g,95.0 mg
Rim de carneiro cru,Carne e Derivados Criação e Caça,386.0 kJ,92.0 kcal,3.0 g,0.0 g,400.0 mg,16.2 g,276.0 mg
Rim de carneiro frito com margarina,Carne e Derivados Criação e Caça,856.0 kJ,205.0 kcal,12.9 g,0.0 g,1750.0 mg,22.3 g,379.0 mg
Rim de porco cru,Carne e Derivados Criação e Caça,400.0 kJ,95.0 kcal,3.0 g,0.0 g,650.0 mg,17.0 g,395.0 mg
Rim de porco frito com margarina,Carne e Derivados Criação e Caça,860.0 kJ,206.0 kcal,12.4 g,0.0 g,1400.0 mg,23.6 g,548.0 mg
Rim de vaca cru,Carne e Derivados Criação e Caça,387.0 kJ,92.0 kcal,2.2 g,0.0 g,650.0 mg,18.0 g,213.0 mg
Alheira crua,Carne e Derivados Criação e Caça,1290.0 kJ,308.0 kcal,18.1 g,27.4 g,1680.0 mg,8.3 g,32.0 mg
Alheira cozida sem adição de sal,Carne e Derivados Criação e Caça,1130.0 kJ,269.0 kcal,14.0 g,26.8 g,1450.0 mg,8.3 g,31.0 mg
Alheira grelhada sem adição de sal,Carne e Derivados Criação e Caça,1260.0 kJ,302.0 kcal,17.0 g,28.5 g,1750.0 mg,8.1 g,33.0 mg
Bacon,Carne e Derivados Criação e Caça,1510.0 kJ,367.0 kcal,34.6 g,0.0 g,2980.0 mg,13.8 g,67.0 mg
Bacon grelhado sem adição de sal,Carne e Derivados Criação e Caça,1540.0 kJ,372.0 kcal,31.5 g,0.0 g,4300.0 mg,22.2 g,92.0 mg
Chouriço de carne de porco magro cru,Carne e Derivados Criação e Caça,1690.0 kJ,408.0 kcal,34.5 g,0.0 g,5750.0 mg,24.5 g,85.0 mg
Chouriço de carne de porco magro cozido sem adição de sal,Carne e Derivados Criação e Caça,1390.0 kJ,334.0 kcal,26.1 g,0.0 g,5150.0 mg,24.8 g,85.0 mg
Chouriço de carne de porco magro grelhado sem adição de sal,Carne e Derivados Criação e Caça,1430.0 kJ,343.0 kcal,24.1 g,0.0 g,6800.0 mg,31.6 g,84.0 mg
Chouriço de carne de porco gordo cru,Carne e Derivados Criação e Caça,2240.0 kJ,544.0 kcal,53.6 g,0.0 g,6580.0 mg,15.4 g,96.0 mg
Chouriço de sangue cru,Carne e Derivados Criação e Caça,1360.0 kJ,328.0 kcal,31.6 g,0.0 g,2750.0 mg,11.0 g,110.0 mg
Chouriço de sangue cozido sem adição de sal,Carne e Derivados Criação e Caça,1090.0 kJ,263.0 kcal,24.2 g,0.0 g,2500.0 mg,11.2 g,111.0 mg
Farinheira crua,Carne e Derivados Criação e Caça,2060.0 kJ,497.0 kcal,41.0 g,26.7 g,2400.0 mg,4.8 g,58.0 mg
Farinheira cozida sem adição de sal,Carne e Derivados Criação e Caça,1680.0 kJ,404.0 kcal,30.7 g,26.4 g,210.0 mg,4.8 g,57.0 mg
Linguiça,Carne e Derivados Criação e Caça,1810.0 kJ,437.0 kcal,39.0 g,0.0 g,7280.0 mg,21.5 g,85.0 mg
Morcela crua,Carne e Derivados Criação e Caça,1500.0 kJ,363.0 kcal,29.5 g,12.0 g,1280.0 mg,12.0 g,106.0 mg
Morcela grelhada sem adição de sal,Carne e Derivados Criação e Caça,1410.0 kJ,338.0 kcal,25.9 g,13.1 g,1280.0 mg,12.9 g,114.0 mg
Mortadela,Carne e Derivados Criação e Caça,1570.0 kJ,379.0 kcal,33.2 g,1.7 g,3850.0 mg,18.3 g,60.0 mg
Paio de lombo,Carne e Derivados Criação e Caça,1200.0 kJ,288.0 kcal,19.0 g,0.0 g,8780.0 mg,29.2 g,65.0 mg
Paio de lombo entremeado,Carne e Derivados Criação e Caça,1500.0 kJ,361.0 kcal,30.0 g,0.0 g,4420.0 mg,22.8 g,77.0 mg
Presunto,Carne e Derivados Criação e Caça,899.0 kJ,215.0 kcal,12.8 g,0.0 g,6420.0 mg,25.0 g,66.0 mg
Salame,Carne e Derivados Criação e Caça,1740.0 kJ,422.0 kcal,37.6 g,1.3 g,5750.0 mg,19.5 g,80.0 mg
Salpicão,Carne e Derivados Criação e Caça,1710.0 kJ,412.0 kcal,36.7 g,0.0 g,10900.0 mg,20.5 g,84.0 mg
Salsicha fresca crua,Carne e Derivados Criação e Caça,870.0 kJ,210.0 kcal,16.4 g,0.0 g,1750.0 mg,15.5 g,45.0 mg
Salsicha fresca estufada com couve e azeite,Carne e Derivados Criação e Caça,581.0 kJ,140.0 kcal,11.6 g,1.1 g,980.0 mg,7.2 g,21.0 mg
Salsicha fresca estufada com legumes e azeite,Carne e Derivados Criação e Caça,504.0 kJ,121.0 kcal,8.9 g,3.7 g,800.0 mg,5.9 g,16.0 mg
Salsicha tipo Frankfurt,Carne e Derivados Criação e Caça,738.0 kJ,178.0 kcal,14.7 g,2.4 g,2520.0 mg,9.0 g,46.0 mg
Salsicha tipo Frankfurt frita (escorrido o óleo) sem adição de sal,Carne e Derivados Criação e Caça,832.0 kJ,201.0 kcal,16.5 g,2.8 g,2620.0 mg,10.2 g,52.0 mg
Salsicha tipo Frankfurt grelhada sem adição de sal,Carne e Derivados Criação e Caça,877.0 kJ,211.0 kcal,16.7 g,3.2 g,3020.0 mg,12.0 g,57.0 mg
Codorniz carne sem pele crua,Carne e Derivados Criação e Caça,502.0 kJ,119.0 kcal,3.4 g,0.0 g,110.0 mg,22.1 g,55.0 mg
Codorniz com pele crua,Carne e Derivados Criação e Caça,710.0 kJ,170.0 kcal,9.3 g,0.0 g,120.0 mg,21.5 g,60.0 mg
Codorniz com pele estufada com azeite,Carne e Derivados Criação e Caça,976.0 kJ,234.0 kcal,13.4 g,0.7 g,1250.0 mg,25.6 g,71.0 mg
Codorniz com pele grelhada,Carne e Derivados Criação e Caça,846.0 kJ,202.0 kcal,11.6 g,0.0 g,800.0 mg,24.5 g,86.0 mg
Coelho cru,Carne e Derivados Criação e Caça,493.0 kJ,117.0 kcal,4.0 g,0.0 g,140.0 mg,20.3 g,48.0 mg
Coelho estufado com azeite,Carne e Derivados Criação e Caça,912.0 kJ,218.0 kcal,11.0 g,0.9 g,1200.0 mg,26.6 g,62.0 mg
Coelho estufado com margarina,Carne e Derivados Criação e Caça,856.0 kJ,204.0 kcal,9.5 g,0.9 g,1380.0 mg,26.6 g,62.0 mg
Frango inteiro com pele cru,Carne e Derivados Criação e Caça,836.0 kJ,201.0 kcal,13.6 g,0.0 g,180.0 mg,19.6 g,99.0 mg
Frango inteiro com pele assado sem molho,Carne e Derivados Criação e Caça,998.0 kJ,239.0 kcal,14.3 g,0.0 g,700.0 mg,27.6 g,139.0 mg
Frango inteiro com pele cozido,Carne e Derivados Criação e Caça,854.0 kJ,204.0 kcal,11.1 g,0.0 g,620.0 mg,26.1 g,128.0 mg
Frango inteiro com pele estufado com azeite e margarina,Carne e Derivados Criação e Caça,931.0 kJ,224.0 kcal,15.4 g,1.8 g,1180.0 mg,19.1 g,94.0 mg
Frango inteiro com pele estufado com margarina,Carne e Derivados Criação e Caça,920.0 kJ,221.0 kcal,15.1 g,1.8 g,1220.0 mg,19.1 g,94.0 mg
Frango inteiro com pele estufado sem molho,Carne e Derivados Criação e Caça,974.0 kJ,233.0 kcal,13.1 g,0.0 g,680.0 mg,28.8 g,138.0 mg
Frango inteiro com pele grelhado,Carne e Derivados Criação e Caça,998.0 kJ,239.0 kcal,14.3 g,0.0 g,700.0 mg,27.6 g,139.0 mg
Frango inteiro sem pele cru,Carne e Derivados Criação e Caça,463.0 kJ,110.0 kcal,2.0 g,0.0 g,190.0 mg,22.9 g,87.0 mg
Frango inteiro sem pele cozido,Carne e Derivados Criação e Caça,713.0 kJ,169.0 kcal,4.2 g,0.0 g,600.0 mg,32.8 g,117.0 mg
Frango inteiro sem pele estufado com azeite e margarina,Carne e Derivados Criação e Caça,543.0 kJ,129.0 kcal,4.1 g,1.7 g,1120.0 mg,21.0 g,78.0 mg
Frango inteiro sem pele estufado com margarina,Carne e Derivados Criação e Caça,532.0 kJ,126.0 kcal,3.8 g,1.7 g,1150.0 mg,21.0 g,78.0 mg
Frango inteiro sem pele estufado sem molho,Carne e Derivados Criação e Caça,779.0 kJ,185.0 kcal,5.8 g,0.0 g,680.0 mg,33.2 g,137.0 mg
Frango inteiro sem pele grelhado,Carne e Derivados Criação e Caça,708.0 kJ,168.0 kcal,4.9 g,0.0 g,700.0 mg,31.0 g,117.0 mg
Peito de frango com pele cru,Carne e Derivados Criação e Caça,739.0 kJ,176.0 kcal,8.9 g,0.0 g,180.0 mg,24.1 g,85.0 mg
Peito de frango com pele cozido,Carne e Derivados Criação e Caça,816.0 kJ,194.0 kcal,7.3 g,0.0 g,1120.0 mg,32.1 g,110.0 mg
Peito de frango com pele estufado com azeite e margarina,Carne e Derivados Criação e Caça,791.0 kJ,189.0 kcal,10.3 g,1.7 g,980.0 mg,22.1 g,76.0 mg
Peito de frango com pele estufado com margarina,Carne e Derivados Criação e Caça,780.0 kJ,187.0 kcal,10.0 g,1.7 g,1020.0 mg,22.1 g,76.0 mg
Peito de frango com pele estufado sem molho,Carne e Derivados Criação e Caça,892.0 kJ,212.0 kcal,8.3 g,0.0 g,650.0 mg,34.4 g,132.0 mg
Peito de frango sem pele cru,Carne e Derivados Criação e Caça,457.0 kJ,108.0 kcal,1.2 g,0.0 g,150.0 mg,24.1 g,70.0 mg
Peito de frango sem pele cozido,Carne e Derivados Criação e Caça,627.0 kJ,148.0 kcal,1.1 g,0.0 g,580.0 mg,34.5 g,94.0 mg
Peito de frango sem pele estufado com azeite e margarina,Carne e Derivados Criação e Caça,523.0 kJ,124.0 kcal,3.3 g,1.7 g,1080.0 mg,21.4 g,61.0 mg
Peito de frango sem pele estufado com margarina,Carne e Derivados Criação e Caça,512.0 kJ,121.0 kcal,3.0 g,1.7 g,1100.0 mg,21.4 g,61.0 mg
Peito de frango sem pele estufado sem molho,Carne e Derivados Criação e Caça,715.0 kJ,169.0 kcal,2.5 g,0.0 g,620.0 mg,36.6 g,92.0 mg
Frango pele crua,Carne e Derivados Criação e Caça,1950.0 kJ,474.0 kcal,48.3 g,0.0 g,120.0 mg,9.7 g,135.0 mg
Perna de frango sem pele crua,Carne e Derivados Criação e Caça,470.0 kJ,111.0 kcal,2.6 g,0.0 g,220.0 mg,22.0 g,100.0 mg
Perna de frango sem pele cozida,Carne e Derivados Criação e Caça,621.0 kJ,147.0 kcal,2.3 g,0.0 g,620.0 mg,31.5 g,135.0 mg
Perna de frango sem pele estufada com azeite e margarina,Carne e Derivados Criação e Caça,520.0 kJ,124.0 kcal,4.4 g,1.6 g,1080.0 mg,19.1 g,85.0 mg
Perna de frango sem pele estufada com margarina,Carne e Derivados Criação e Caça,509.0 kJ,121.0 kcal,4.1 g,1.6 g,1100.0 mg,19.1 g,85.0 mg
Perna de frango sem pele estufada sem molho,Carne e Derivados Criação e Caça,759.0 kJ,180.0 kcal,5.4 g,0.0 g,650.0 mg,32.9 g,128.0 mg
Frango (1/4 de frango) peito e asa com pele cru,Carne e Derivados Criação e Caça,817.0 kJ,196.0 kcal,12.7 g,0.0 g,150.0 mg,20.4 g,89.0 mg
Frango (1/4 de frango) peito e asa com pele cozido,Carne e Derivados Criação e Caça,844.0 kJ,202.0 kcal,10.3 g,0.0 g,850.0 mg,27.2 g,132.0 mg
Frango (1/4 de frango) peito e asa com pele estufado com azeite e margarina,Carne e Derivados Criação e Caça,848.0 kJ,204.0 kcal,13.5 g,1.7 g,1100.0 mg,18.5 g,79.0 mg
Frango (1/4 de frango) peito e asa com pele estufado com margarina,Carne e Derivados Criação e Caça,837.0 kJ,201.0 kcal,13.2 g,1.7 g,1120.0 mg,18.5 g,79.0 mg
Frango (1/4 de frango) peito e asa com pele estufado sem molho,Carne e Derivados Criação e Caça,933.0 kJ,223.0 kcal,11.8 g,0.0 g,650.0 mg,29.2 g,120.0 mg
Frango (1/4 de frango) peito e asa com pele grelhado,Carne e Derivados Criação e Caça,984.0 kJ,235.0 kcal,13.4 g,0.0 g,680.0 mg,28.7 g,108.0 mg
Frango (1/4 de frango) perna com pele crua,Carne e Derivados Criação e Caça,814.0 kJ,195.0 kcal,13.0 g,0.0 g,200.0 mg,19.1 g,108.0 mg
Frango (1/4 de frango) perna com pele assada sem molho,Carne e Derivados Criação e Caça,964.0 kJ,231.0 kcal,13.7 g,0.0 g,750.0 mg,26.9 g,131.0 mg
Frango (1/4 de frango) perna com pele cozida,Carne e Derivados Criação e Caça,826.0 kJ,197.0 kcal,10.6 g,0.0 g,650.0 mg,25.5 g,139.0 mg
Frango (1/4 de frango) perna com pele estufada com azeite e margarina,Carne e Derivados Criação e Caça,846.0 kJ,203.0 kcal,13.8 g,1.7 g,1100.0 mg,17.3 g,95.0 mg
Frango (1/4 de frango) perna com pele estufada com margarina,Carne e Derivados Criação e Caça,835.0 kJ,200.0 kcal,13.5 g,1.7 g,1150.0 mg,17.3 g,96.0 mg
Frango (1/4 de frango) perna com pele estufada sem molho,Carne e Derivados Criação e Caça,898.0 kJ,215.0 kcal,11.9 g,0.0 g,650.0 mg,26.9 g,140.0 mg
Frango (1/4 de frango) perna com pele grelhada,Carne e Derivados Criação e Caça,964.0 kJ,231.0 kcal,13.7 g,0.0 g,750.0 mg,26.9 g,131.0 mg
Pato com pele cru,Carne e Derivados Criação e Caça,1630.0 kJ,394.0 kcal,38.3 g,0.0 g,170.0 mg,12.3 g,74.0 mg
Pato com pele assado sem molho,Carne e Derivados Criação e Caça,1440.0 kJ,347.0 kcal,30.3 g,0.0 g,780.0 mg,18.5 g,98.0 mg
Pato sem pele cru,Carne e Derivados Criação e Caça,558.0 kJ,133.0 kcal,6.2 g,0.0 g,230.0 mg,19.3 g,93.0 mg
Pato sem pele assado com margarina,Carne e Derivados Criação e Caça,1160.0 kJ,276.0 kcal,14.6 g,0.0 g,1680.0 mg,36.2 g,174.0 mg
Pato sem pele estufado com margarina,Carne e Derivados Criação e Caça,969.0 kJ,232.0 kcal,13.7 g,0.0 g,1520.0 mg,27.2 g,131.0 mg
Perdiz crua,Carne e Derivados Criação e Caça,439.0 kJ,104.0 kcal,1.3 g,0.0 g,150.0 mg,23.0 g,61.0 mg
Perdiz estufada com margarina,Carne e Derivados Criação e Caça,884.0 kJ,212.0 kcal,11.4 g,0.7 g,1450.0 mg,24.7 g,66.0 mg
Peru inteiro com pele cru,Carne e Derivados Criação e Caça,574.0 kJ,137.0 kcal,6.1 g,0.0 g,120.0 mg,20.5 g,78.0 mg
Peito de peru com pele cru,Carne e Derivados Criação e Caça,565.0 kJ,134.0 kcal,4.7 g,0.0 g,160.0 mg,23.0 g,68.0 mg
Peito de peru com pele estufado com margarina,Carne e Derivados Criação e Caça,682.0 kJ,162.0 kcal,7.1 g,1.3 g,1150.0 mg,23.1 g,67.0 mg
Peito de peru sem pele cru,Carne e Derivados Criação e Caça,446.0 kJ,105.0 kcal,1.3 g,0.0 g,160.0 mg,23.4 g,57.0 mg
Peito de peru sem pele assado com margarina,Carne e Derivados Criação e Caça,734.0 kJ,174.0 kcal,6.4 g,0.1 g,1080.0 mg,28.9 g,70.0 mg
Peito de peru sem pele panado,Carne e Derivados Criação e Caça,946.0 kJ,226.0 kcal,9.9 g,8.4 g,620.0 mg,25.5 g,107.0 mg
Perna de peru com pele crua,Carne e Derivados Criação e Caça,621.0 kJ,148.0 kcal,8.1 g,0.0 g,210.0 mg,18.9 g,86.0 mg
Perna de peru com pele assada com margarina,Carne e Derivados Criação e Caça,883.0 kJ,212.0 kcal,12.5 g,0.0 g,1220.0 mg,24.4 g,111.0 mg
Perna de peru com pele estufada com margarina,Carne e Derivados Criação e Caça,710.0 kJ,170.0 kcal,9.7 g,1.3 g,1150.0 mg,19.1 g,86.0 mg
Abrótea crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,296.0 kJ,70.0 kcal,0.1 g,0.0 g,160.0 mg,17.2 g,22.0 mg
Abrótea cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,334.0 kJ,78.0 kcal,0.1 g,0.0 g,900.0 mg,19.4 g,26.0 mg
