Atum fresco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,591.0 kJ,140.0 kcal,4.9 g,0.0 g,110.0 mg,24.1 g,30.0 mg
Bife de atum fresco cozinhado com azeite e com vinho,Pescado (Peixe Moluscos e Crustáceos) e Derivados,815.0 kJ,195.0 kcal,10.1 g,0.2 g,820.0 mg,23.1 g,29.0 mg
Atum fresco grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,697.0 kJ,166.0 kcal,5.8 g,0.0 g,750.0 mg,28.4 g,35.0 mg
Atum conserva em óleo,Pescado (Peixe Moluscos e Crustáceos) e Derivados,894.0 kJ,214.0 kcal,13.0 g,0.0 g,1050.0 mg,24.3 g,41.0 mg
Bacalhau fresco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,321.0 kJ,76.0 kcal,0.5 g,0.0 g,160.0 mg,17.8 g,44.0 mg
Bacalhau fresco cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,354.0 kJ,84.0 kcal,0.8 g,0.0 g,850.0 mg,19.1 g,50.0 mg
Bacalhau seco e salgado demolhado cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,338.0 kJ,80.0 kcal,0.4 g,0.0 g,3700.0 mg,19.0 g,52.0 mg
Bacalhau à Brás,Pescado (Peixe Moluscos e Crustáceos) e Derivados,683.0 kJ,164.0 kcal,10.1 g,8.3 g,1350.0 mg,9.5 g,84.0 mg
Bacalhau à Gomes de Sá,Pescado (Peixe Moluscos e Crustáceos) e Derivados,581.0 kJ,139.0 kcal,6.3 g,13.1 g,1320.0 mg,6.7 g,39.0 mg
Bacalhau assado no forno com azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,571.0 kJ,136.0 kcal,4.9 g,0.8 g,3420.0 mg,20.8 g,56.0 mg
Bacalhau cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,449.0 kJ,106.0 kcal,0.1 g,0.0 g,3080.0 mg,26.2 g,72.0 mg
Filetes de bacalhau fritos,Pescado (Peixe Moluscos e Crustáceos) e Derivados,811.0 kJ,194.0 kcal,10.7 g,5.1 g,2850.0 mg,19.2 g,104.0 mg
Bacalhau grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,521.0 kJ,123.0 kcal,0.2 g,0.0 g,3120.0 mg,30.2 g,79.0 mg
Cação cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,347.0 kJ,82.0 kcal,0.2 g,0.0 g,420.0 mg,20.0 g,25.0 mg
Cação frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,714.0 kJ,170.0 kcal,7.0 g,2.7 g,1200.0 mg,24.0 g,30.0 mg
Cantarilho (Redfish) cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,424.0 kJ,100.0 kcal,2.9 g,0.0 g,200.0 mg,18.6 g,42.0 mg
Cantarilho (Redfish) assado com cebola tomate azeite e bacon,Pescado (Peixe Moluscos e Crustáceos) e Derivados,593.0 kJ,142.0 kcal,8.6 g,1.2 g,900.0 mg,13.6 g,31.0 mg
Cantarilho (Redfish) cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,417.0 kJ,99.0 kcal,2.4 g,0.0 g,850.0 mg,19.3 g,46.0 mg
Carapau cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,442.0 kJ,105.0 kcal,2.9 g,0.0 g,200.0 mg,19.7 g,36.0 mg
Carapau frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,780.0 kJ,186.0 kcal,9.6 g,1.0 g,1300.0 mg,24.0 g,39.0 mg
Carapau grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,584.0 kJ,138.0 kcal,3.7 g,0.0 g,1120.0 mg,26.3 g,48.0 mg
Cavala crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,841.0 kJ,202.0 kcal,13.4 g,0.0 g,200.0 mg,20.3 g,45.0 mg
Cavala cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,800.0 kJ,192.0 kcal,12.2 g,0.0 g,820.0 mg,20.5 g,48.0 mg
Cavala em filetes conserva em azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,763.0 kJ,182.0 kcal,9.6 g,0.0 g,1550.0 mg,24.0 g,35.0 mg
Cherne cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,552.0 kJ,132.0 kcal,6.7 g,0.0 g,280.0 mg,17.9 g,47.0 mg
Cherne cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,521.0 kJ,124.0 kcal,5.4 g,0.0 g,950.0 mg,18.9 g,52.0 mg
Cherne grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,643.0 kJ,153.0 kcal,6.3 g,0.0 g,1200.0 mg,24.1 g,63.0 mg
Chicharro cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,442.0 kJ,105.0 kcal,2.9 g,0.0 g,200.0 mg,19.7 g,36.0 mg
Chicharro cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,470.0 kJ,111.0 kcal,3.0 g,0.0 g,880.0 mg,21.1 g,41.0 mg
Chicharro grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,584.0 kJ,138.0 kcal,3.7 g,0.0 g,1120.0 mg,26.3 g,48.0 mg
Corvina crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,399.0 kJ,94.0 kcal,1.4 g,0.0 g,140.0 mg,20.4 g,50.0 mg
Corvina cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,404.0 kJ,95.0 kcal,1.4 g,0.0 g,780.0 mg,20.7 g,54.0 mg
Dourada crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,698.0 kJ,167.0 kcal,9.8 g,0.0 g,150.0 mg,19.7 g,51.0 mg
Dourada cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,816.0 kJ,196.0 kcal,12.5 g,0.0 g,420.0 mg,20.8 g,116.0 mg
Dourada grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,745.0 kJ,178.0 kcal,9.9 g,0.0 g,1620.0 mg,22.3 g,97.0 mg
Enguia crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1250.0 kJ,303.0 kcal,27.7 g,0.0 g,190.0 mg,13.4 g,26.0 mg
Caldeirada de enguias,Pescado (Peixe Moluscos e Crustáceos) e Derivados,709.0 kJ,171.0 kcal,11.9 g,8.2 g,600.0 mg,6.6 g,10.0 mg
Enguia frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1110.0 kJ,267.0 kcal,21.6 g,3.2 g,420.0 mg,14.8 g,30.0 mg
Espadarte cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,410.0 kJ,97.0 kcal,2.9 g,0.0 g,180.0 mg,17.8 g,45.0 mg
Bife de espadarte cozinhado com azeite e com vinho,Pescado (Peixe Moluscos e Crustáceos) e Derivados,636.0 kJ,152.0 kcal,8.1 g,0.4 g,880.0 mg,17.1 g,43.0 mg
Espadarte grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,488.0 kJ,116.0 kcal,3.4 g,0.0 g,950.0 mg,21.3 g,54.0 mg
Garoupa crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,400.0 kJ,95.0 kcal,1.4 g,0.0 g,320.0 mg,20.5 g,37.0 mg
Garoupa cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,428.0 kJ,101.0 kcal,2.0 g,0.0 g,950.0 mg,20.8 g,40.0 mg
Garoupa grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,511.0 kJ,121.0 kcal,1.9 g,0.0 g,1180.0 mg,25.9 g,47.0 mg
Goraz cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,420.0 kJ,100.0 kcal,2.7 g,0.0 g,250.0 mg,18.8 g,36.0 mg
Goraz assado com cebola tomate azeite e óleo alimentar,Pescado (Peixe Moluscos e Crustáceos) e Derivados,490.0 kJ,117.0 kcal,5.1 g,1.5 g,900.0 mg,14.8 g,28.0 mg
Goraz cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,456.0 kJ,108.0 kcal,3.5 g,0.0 g,900.0 mg,19.2 g,36.0 mg
Goraz grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,499.0 kJ,118.0 kcal,3.2 g,0.0 g,1050.0 mg,22.4 g,43.0 mg
Imperador cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,338.0 kJ,80.0 kcal,0.4 g,0.0 g,180.0 mg,19.0 g,32.0 mg
Imperador assado com cebola tomate azeite e óleo alimentar,Pescado (Peixe Moluscos e Crustáceos) e Derivados,389.0 kJ,93.0 kcal,3.0 g,1.4 g,800.0 mg,13.7 g,22.0 mg
Imperador cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,357.0 kJ,84.0 kcal,0.5 g,0.0 g,850.0 mg,19.9 g,35.0 mg
Imperador grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,410.0 kJ,96.0 kcal,0.5 g,0.0 g,980.0 mg,23.0 g,39.0 mg
Linguado cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,349.0 kJ,82.0 kcal,0.2 g,0.0 g,220.0 mg,20.1 g,44.0 mg
Linguado frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,689.0 kJ,164.0 kcal,6.2 g,2.7 g,1000.0 mg,24.3 g,53.0 mg
Linguado grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,400.0 kJ,94.0 kcal,0.2 g,0.0 g,980.0 mg,23.1 g,51.0 mg
Maruca crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,296.0 kJ,70.0 kcal,0.1 g,0.0 g,300.0 mg,17.2 g,28.0 mg
Maruca cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,308.0 kJ,72.0 kcal,0.1 g,0.0 g,950.0 mg,17.9 g,31.0 mg
Pargo legítimo cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,337.0 kJ,79.0 kcal,0.2 g,0.0 g,160.0 mg,19.4 g,38.0 mg
Pargo legítimo assado com cebola tomate e azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,569.0 kJ,136.0 kcal,6.7 g,1.4 g,920.0 mg,15.9 g,30.0 mg
Pargo legítimo cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,348.0 kJ,82.0 kcal,0.3 g,0.0 g,820.0 mg,19.8 g,41.0 mg
Pargo mulato cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,340.0 kJ,80.0 kcal,0.7 g,0.0 g,200.0 mg,18.5 g,34.0 mg
Pargo mulato assado com cebola tomate e azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,572.0 kJ,137.0 kcal,7.1 g,1.4 g,950.0 mg,15.2 g,27.0 mg
Pargo mulato cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,360.0 kJ,85.0 kcal,1.0 g,0.0 g,850.0 mg,19.0 g,37.0 mg
Peixe-espada-branco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,493.0 kJ,117.0 kcal,4.0 g,0.0 g,190.0 mg,20.3 g,38.0 mg
Peixe-espada-branco frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,669.0 kJ,159.0 kcal,6.3 g,2.9 g,800.0 mg,22.7 g,39.0 mg
Peixe-espada-branco grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,517.0 kJ,123.0 kcal,4.7 g,0.0 g,2050.0 mg,20.2 g,38.0 mg
Peixe-espada-preto cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,370.0 kJ,88.0 kcal,2.8 g,0.0 g,350.0 mg,15.7 g,24.0 mg
Peixe-espada-preto frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1080.0 kJ,259.0 kcal,16.6 g,3.2 g,1100.0 mg,24.2 g,36.0 mg
Peixe-espada-preto grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,467.0 kJ,111.0 kcal,3.2 g,0.0 g,1200.0 mg,20.5 g,29.0 mg
Pescada da África do Sul crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,340.0 kJ,80.0 kcal,1.3 g,0.0 g,300.0 mg,17.2 g,19.0 mg
Pescada da África do Sul cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,462.0 kJ,110.0 kcal,3.8 g,0.0 g,600.0 mg,18.9 g,23.0 mg
Pescada da África do Sul frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,734.0 kJ,175.0 kcal,8.4 g,1.7 g,2380.0 mg,23.2 g,21.0 mg
Pescada do Chile crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,362.0 kJ,86.0 kcal,1.5 g,0.0 g,210.0 mg,18.0 g,19.0 mg
Pescada do Chile cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,454.0 kJ,108.0 kcal,3.3 g,0.0 g,350.0 mg,19.5 g,26.0 mg
Pescada do Chile frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,715.0 kJ,171.0 kcal,8.8 g,2.6 g,2180.0 mg,20.3 g,22.0 mg
Pescada europeia crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,319.0 kJ,75.0 kcal,0.8 g,0.0 g,170.0 mg,17.0 g,19.0 mg
Pescada europeia cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,479.0 kJ,114.0 kcal,3.7 g,0.0 g,420.0 mg,20.1 g,28.0 mg
Pescada europeia frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,685.0 kJ,164.0 kcal,7.9 g,1.4 g,2050.0 mg,21.7 g,25.0 mg
Pescada crua (valor médio),Pescado (Peixe Moluscos e Crustáceos) e Derivados,351.0 kJ,83.0 kcal,1.4 g,0.0 g,250.0 mg,17.6 g,19.0 mg
Pescada cozida (valor médio),Pescado (Peixe Moluscos e Crustáceos) e Derivados,460.0 kJ,109.0 kcal,3.6 g,0.0 g,480.0 mg,19.2 g,25.0 mg
Pescada frita (valor médio),Pescado (Peixe Moluscos e Crustáceos) e Derivados,723.0 kJ,173.0 kcal,8.6 g,2.1 g,2280.0 mg,21.7 g,22.0 mg
Raia crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,247.0 kJ,58.0 kcal,0.2 g,0.0 g,550.0 mg,14.1 g,39.0 mg
Robalo cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,607.0 kJ,145.0 kcal,7.9 g,0.0 g,240.0 mg,18.5 g,52.0 mg
Robalo assado com cebola azeite banha e manteiga,Pescado (Peixe Moluscos e Crustáceos) e Derivados,802.0 kJ,192.0 kcal,11.8 g,0.6 g,1000.0 mg,20.4 g,62.0 mg
Robalo cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,760.0 kJ,182.0 kcal,10.9 g,0.0 g,600.0 mg,21.0 g,87.0 mg
Robalo grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,872.0 kJ,209.0 kcal,13.0 g,0.0 g,1400.0 mg,23.0 g,59.0 mg
Safio cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,456.0 kJ,109.0 kcal,4.2 g,0.0 g,210.0 mg,17.7 g,49.0 mg
Salmão cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1090.0 kJ,262.0 kcal,21.9 g,0.0 g,95.0 mg,16.2 g,40.0 mg
Salmão cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1130.0 kJ,273.0 kcal,21.1 g,0.0 g,380.0 mg,20.7 g,45.0 mg
Salmão grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1280.0 kJ,308.0 kcal,23.7 g,0.0 g,1950.0 mg,23.8 g,52.0 mg
Sarda crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,756.0 kJ,181.0 kcal,11.7 g,0.0 g,190.0 mg,19.0 g,45.0 mg
Sarda cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,727.0 kJ,174.0 kcal,10.6 g,0.0 g,820.0 mg,19.7 g,48.0 mg
Sarda grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,797.0 kJ,191.0 kcal,11.2 g,0.0 g,950.0 mg,22.5 g,53.0 mg
Sardinha gorda crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,920.0 kJ,221.0 kcal,16.4 g,0.0 g,160.0 mg,18.4 g,20.0 mg
Sardinha gorda frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1030.0 kJ,247.0 kcal,15.6 g,3.5 g,900.0 mg,23.0 g,39.0 mg
Sardinha gorda grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,880.0 kJ,211.0 kcal,12.3 g,0.0 g,1000.0 mg,25.0 g,43.0 mg
Sardinha meio gorda crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,658.0 kJ,158.0 kcal,9.1 g,0.0 g,160.0 mg,18.9 g,28.0 mg
Sardinha meio gorda conserva em água sem espinha e sem pele,Pescado (Peixe Moluscos e Crustáceos) e Derivados,729.0 kJ,174.0 kcal,9.6 g,0.0 g,120.0 mg,22.0 g,60.0 mg
Sardinha meio gorda conserva em azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,852.0 kJ,204.0 kcal,12.0 g,0.0 g,480.0 mg,24.0 g,65.0 mg
Sardinha meio gorda conserva em azeite (escorrido),Pescado (Peixe Moluscos e Crustáceos) e Derivados,780.0 kJ,186.0 kcal,9.0 g,0.0 g,420.0 mg,26.3 g,60.0 mg
Sardinha meio gorda frita,Pescado (Peixe Moluscos e Crustáceos) e Derivados,726.0 kJ,174.0 kcal,10.2 g,0.5 g,780.0 mg,20.0 g,29.0 mg
Sardinha meio gorda grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,707.0 kJ,168.0 kcal,7.2 g,0.0 g,980.0 mg,25.9 g,38.0 mg
Solha crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,382.0 kJ,90.0 kcal,1.6 g,0.0 g,280.0 mg,19.0 g,85.0 mg
Solha grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,439.0 kJ,104.0 kcal,1.8 g,0.0 g,1020.0 mg,21.9 g,98.0 mg
Tamboril cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,312.0 kJ,73.0 kcal,0.2 g,0.0 g,220.0 mg,17.9 g,42.0 mg
Tamboril grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,375.0 kJ,88.0 kcal,0.3 g,0.0 g,1000.0 mg,21.4 g,50.0 mg
Truta arco-íris crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,388.0 kJ,92.0 kcal,2.3 g,0.0 g,100.0 mg,17.8 g,38.0 mg
Truta arco-íris grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,499.0 kJ,118.0 kcal,3.7 g,0.0 g,880.0 mg,21.3 g,45.0 mg
Caldeirada de safio raia e tamboril,Pescado (Peixe Moluscos e Crustáceos) e Derivados,411.0 kJ,98.0 kcal,2.9 g,9.8 g,920.0 mg,7.0 g,14.0 mg
Amêijoa crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,276.0 kJ,65.0 kcal,0.9 g,2.6 g,600.0 mg,11.7 g,44.0 mg
Amêijoa aberta ao natural sem sal,Pescado (Peixe Moluscos e Crustáceos) e Derivados,553.0 kJ,131.0 kcal,1.8 g,5.2 g,1220.0 mg,23.4 g,88.0 mg
Berbigão cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,250.0 kJ,59.0 kcal,0.7 g,2.7 g,950.0 mg,10.5 g,30.0 mg
Berbigão aberto ao natural sem sal,Pescado (Peixe Moluscos e Crustáceos) e Derivados,501.0 kJ,118.0 kcal,1.4 g,5.4 g,1880.0 mg,21.0 g,60.0 mg
Choco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,336.0 kJ,79.0 kcal,0.4 g,0.0 g,500.0 mg,18.9 g,76.0 mg
Choco grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,461.0 kJ,109.0 kcal,0.6 g,0.0 g,1320.0 mg,25.8 g,110.0 mg
Lula crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,302.0 kJ,71.0 kcal,0.9 g,0.0 g,500.0 mg,15.8 g,140.0 mg
Lula estufada com cebola tomate e azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,566.0 kJ,135.0 kcal,6.3 g,2.9 g,1600.0 mg,16.1 g,136.0 mg
Lula grelhada,Pescado (Peixe Moluscos e Crustáceos) e Derivados,612.0 kJ,144.0 kcal,1.6 g,0.0 g,2050.0 mg,32.5 g,260.0 mg
Mexilhão cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,295.0 kJ,70.0 kcal,1.5 g,2.0 g,720.0 mg,12.1 g,40.0 mg
Mexilhão cozido sem sal,Pescado (Peixe Moluscos e Crustáceos) e Derivados,411.0 kJ,97.0 kcal,2.1 g,2.8 g,900.0 mg,16.8 g,56.0 mg
Ostra crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,275.0 kJ,65.0 kcal,1.7 g,3.9 g,920.0 mg,8.6 g,53.0 mg
Polvo cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,310.0 kJ,73.0 kcal,1.2 g,0.0 g,650.0 mg,15.6 g,64.0 mg
Polvo cozido sem sal,Pescado (Peixe Moluscos e Crustáceos) e Derivados,434.0 kJ,102.0 kcal,1.3 g,0.0 g,450.0 mg,22.7 g,105.0 mg
Camarão cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,326.0 kJ,77.0 kcal,0.6 g,0.3 g,480.0 mg,17.6 g,154.0 mg
Camarão cozido sem sal,Pescado (Peixe Moluscos e Crustáceos) e Derivados,389.0 kJ,92.0 kcal,1.1 g,0.3 g,580.0 mg,20.2 g,308.0 mg
Camarão cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,421.0 kJ,99.0 kcal,0.8 g,0.4 g,4000.0 mg,22.6 g,198.0 mg
Lagosta cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,383.0 kJ,90.0 kcal,0.8 g,0.2 g,800.0 mg,20.6 g,93.0 mg
Lagostim cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,377.0 kJ,89.0 kcal,0.5 g,0.2 g,800.0 mg,20.9 g,68.0 mg
Lagostim cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,382.0 kJ,90.0 kcal,0.5 g,0.2 g,1380.0 mg,21.2 g,70.0 mg
Pastel de bacalhau,Pescado (Peixe Moluscos e Crustáceos) e Derivados,949.0 kJ,227.0 kcal,13.4 g,12.3 g,1180.0 mg,13.8 g,102.0 mg
Rissol de camarão,Pescado (Peixe Moluscos e Crustáceos) e Derivados,885.0 kJ,211.0 kcal,8.6 g,26.6 g,1000.0 mg,6.1 g,21.0 mg
Ovo (de galinha) inteiro cru,Ovos,621.0 kJ,149.0 kcal,10.8 g,0.0 g,350.0 mg,13.0 g,408.0 mg
Ovo (de galinha) clara crua,Ovos,198.0 kJ,47.0 kcal,0.3 g,0.0 g,480.0 mg,11.0 g,0.0 mg
Ovo (de galinha) gema crua,Ovos,1420.0 kJ,342.0 kcal,30.9 g,0.0 g,120.0 mg,16.0 g,1280.0 mg
Ovo (de galinha) líquido pasteurizado,Ovos,546.0 kJ,131.0 kcal,9.3 g,0.0 g,300.0 mg,11.9 g,361.0 mg
Ovo (de galinha) cozido,Ovos,621.0 kJ,149.0 kcal,10.8 g,0.0 g,350.0 mg,13.0 g,408.0 mg
Ovo (de galinha) escalfado,Ovos,624.0 kJ,150.0 kcal,10.9 g,0.0 g,350.0 mg,13.0 g,408.0 mg
Ovo (de galinha) estrelado com azeite,Ovos,793.0 kJ,191.0 kcal,15.1 g,0.0 g,550.0 mg,13.8 g,433.0 mg
Ovo (de galinha) estrelado com manteiga,Ovos,806.0 kJ,194.0 kcal,15.5 g,0.0 g,650.0 mg,13.7 g,442.0 mg
Ovo (de galinha) estrelado com margarina,Ovos,806.0 kJ,194.0 kcal,15.5 g,0.0 g,700.0 mg,13.7 g,430.0 mg
Ovo (de galinha) mexido com manteiga,Ovos,817.0 kJ,197.0 kcal,16.1 g,0.0 g,820.0 mg,13.0 g,423.0 mg
Ovo (de galinha) mexido com margarina,Ovos,813.0 kJ,196.0 kcal,16.0 g,0.0 g,900.0 mg,13.0 g,408.0 mg
Omoleta com manteiga,Ovos,824.0 kJ,199.0 kcal,16.3 g,0.0 g,1300.0 mg,13.0 g,423.0 mg
Omoleta com margarina,Ovos,820.0 kJ,198.0 kcal,16.2 g,0.0 g,1400.0 mg,13.0 g,408.0 mg
Açorda de ovo,Ovos,454.0 kJ,108.0 kcal,4.0 g,14.0 g,800.0 mg,3.6 g,48.0 mg
Ervilhas grão congeladas cruas,Leguminosas Frescas e Secas e Derivados,284.0 kJ,68.0 kcal,0.5 g,7.0 g,28.0 mg,5.3 g,0.0 mg
Ervilhas grão congeladas cozidas,Leguminosas Frescas e Secas e Derivados,300.0 kJ,72.0 kcal,0.5 g,7.5 g,250.0 mg,5.6 g,0.0 mg
Ervilhas grão frescas cruas,Leguminosas Frescas e Secas e Derivados,318.0 kJ,76.0 kcal,0.7 g,8.6 g,28.0 mg,6.4 g,0.0 mg
Ervilhas grão frescas cozidas,Leguminosas Frescas e Secas e Derivados,304.0 kJ,72.0 kcal,0.7 g,7.9 g,250.0 mg,6.2 g,0.0 mg
Ervilhas vagens cruas,Leguminosas Frescas e Secas e Derivados,138.0 kJ,33.0 kcal,0.2 g,3.9 g,10.0 mg,3.1 g,0.0 mg
Ervilhas vagens cozidas,Leguminosas Frescas e Secas e Derivados,126.0 kJ,30.0 kcal,0.2 g,3.5 g,250.0 mg,2.8 g,0.0 mg
Favas frescas cruas,Leguminosas Frescas e Secas e Derivados,338.0 kJ,80.0 kcal,0.5 g,8.5 g,18.0 mg,7.4 g,0.0 mg
Favas frescas cozidas,Leguminosas Frescas e Secas e Derivados,305.0 kJ,72.0 kcal,0.5 g,7.4 g,250.0 mg,6.7 g,0.0 mg
Feijão verde fresco cru,Leguminosas Frescas e Secas e Derivados,132.0 kJ,32.0 kcal,0.3 g,3.8 g,5.0 mg,1.9 g,0.0 mg
Feijão verde fresco cozido,Leguminosas Frescas e Secas e Derivados,125.0 kJ,30.0 kcal,0.3 g,3.5 g,240.0 mg,1.8 g,0.0 mg
Ervilhas secas cruas,Leguminosas Frescas e Secas e Derivados,1390.0 kJ,330.0 kcal,1.3 g,49.4 g,100.0 mg,22.7 g,0.0 mg
Ervilhas secas cozidas,Leguminosas Frescas e Secas e Derivados,481.0 kJ,114.0 kcal,0.4 g,18.1 g,620.0 mg,6.9 g,0.0 mg
Favas secas cruas,Leguminosas Frescas e Secas e Derivados,1270.0 kJ,301.0 kcal,1.3 g,32.8 g,32.0 mg,25.8 g,0.0 mg
Favas secas cozidas (demolhadas),Leguminosas Frescas e Secas e Derivados,378.0 kJ,90.0 kcal,0.6 g,10.7 g,620.0 mg,7.9 g,0.0 mg
Feijão branco cru,Leguminosas Frescas e Secas e Derivados,1340.0 kJ,318.0 kcal,1.4 g,43.9 g,110.0 mg,21.0 g,0.0 mg
Feijão branco cozido (demolhado),Leguminosas Frescas e Secas e Derivados,432.0 kJ,103.0 kcal,0.5 g,14.6 g,650.0 mg,6.6 g,0.0 mg
Feijão frade (feijão miúdo) cru,Leguminosas Frescas e Secas e Derivados,1450.0 kJ,342.0 kcal,1.3 g,55.3 g,45.0 mg,22.6 g,0.0 mg
Feijão frade (feijão miúdo) cozido (demolhado),Leguminosas Frescas e Secas e Derivados,521.0 kJ,123.0 kcal,0.7 g,18.1 g,600.0 mg,8.8 g,0.0 mg
